Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
combo-9-feet-body-luxury,Combo 9-Feet & Body Luxury,"<p>With two cleansing bars and a body wash, you have an array of healthy choices for cleansing your feet and body. We also added our Cuticle and Nail Butter to soften those hard skin around your nails and allow essential nutrients to penetrate in. Let the healing aroma of Peppermint combined with the nutrients in our Shea butter improve circulation in your feet while our excellent cleansers take your body grooming to a new level!</p>
<p>Pack includes one each of:</p>
<ol>
<li>Shea Butter Body Wash- 12oz</li>
<li>Nail and Cuticle Balm- 4oz</li>
<li>Afrikan Black Soap- 4oz</li>
<li>Shea-Deep Cleansing Bar- 4oz</li>
</ol>",All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,35.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_9-1.jpg,1,Combo 9-Feet & Body Luxury,active
shea-butter-treatment-conditioner,Shea Butter Treatment Conditioner,"<p><span lang=""EN"">Shea &#8220;All Naturals&#8221; Shea Butter Treatment Conditioner is an ultra-rich intensive treatment that helps to smooth frizz and seal in moisture while protecting your hair from environmental stressors/pollutants.  Lightly minted, it opens pores to allow plant-derived treatment penetration to hair, deep conditions, pampers, provides growth advantage, and fortifies hair from root to tip. Castor Oil is known for its anti-frizz and hair thickening properties, leaving hair smoother, tangle-free, and fuller. Protein infuses strength to the hair shaft and Shea Butter moisturizes keeping your hair healthy and lush.</span></p>
<p><strong>Purpose:</strong></p>
<ol>
<li>To restore moisture and <span lang=""EN"">shield against the damaging effects of heat styling and over-processing;</span></li>
<li>Invigorating hair and scalp treatment <span lang=""EN"">for amazingly beautiful hair growth.</span></li>
</ol>
<p><strong>Hair Types:</strong> All hair types and textures (curly, wave, kinky, natural, chemically-treated, and colored).</p>
<p><strong>Hair Conditions:</strong> Dry, damaged, brittle, breaking, split ends, healthy</p>
<p><strong>Product Texture:</strong> Creamy</p>
<p><strong>Aroma:</strong> Peppermint essential oil</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten. Non-comedogenic,<strong> Not</strong> tested on animals.</p>
<p><strong>The Direction for Use</strong>: After shampooing, squeeze out excess water. Then massage into your hair, concentrating on the ends, other damaged areas, and scalp. Rinse out. For damaged hair, leave on hair for 10-20 minutes with a heat cap on (depending on the extent of hair damage). Rinse thoroughly.</p>
<p><strong>Ingredients:</strong> De-Ionized Water, <span lang=""EN"">Aqua, Cetyl Alcohol, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea Butter), Guar Gum, Hydrolyzed Silk Amino Acids, protein, Castor Isostearate Succinate (Castor) Oil, Vegetable Glycerin,  Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract, Castor Isostearate Succinate, Hydrolyzed wheat protein, Lactic Acid, Citric Acid, Peppermint.</span></p>
<p><strong><span lang=""EN"">Size</span></strong><span lang=""EN"">: 12oz/355ml</span></p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-treatment-conditioner-2/"">go here</a></p>",All Naturals Cosmetics,Family Hair Care,"Family Hair Care, Treatments & Conditioners",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbtc1.jpg,1,Shea Butter Treatment Conditioner,active
shea-butter-treatment-conditioner,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbtc4.jpg,2,Shea Butter Treatment Conditioner,
shea-butter-treatment-conditioner,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbtc3.jpg,3,Shea Butter Treatment Conditioner,
shea-butter-treatment-conditioner,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbtc2.jpg,4,Shea Butter Treatment Conditioner,
shea-butter-leave-in-conditioner,Shea Butter Leave-In Conditioner,"<p><span lang=""EN"">Our Shea Butter Leave-In Conditioner is reparative and moisture-rich, softening, detangling hair while controlling frizz. Made with certified organic Shea Butter, your hair will experience sheer heaven as vital nutrients are delivered to every strand of your hair from root to tip.</span></p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deters hair frizz and split ends leaving hair silky soft, and healthy;</li>
<li>Moisturizes and reduces dry, damaged hair conditions;</li>
<li>Restores dull hair back to health;</li>
<li>Reconditions, revitalizes, strengthens, and rejuvenates the look and texture of  hair;</li>
<li>Reduces flaky build-up or residue;</li>
<li>Delivers intense conditioning and hair fortification without build-up.</li>
</ol>
<p><strong>Hair Types: </strong>Fine, medium, coarse</p>
<p><strong>Hair Textures:</strong> curly, wave, kinky, natural, straight</p>
<p><strong>Hair Conditions:</strong>  Dry, oily, damaged, brittle, breaking, split ends, healthy, chemically- and color-treated.</p>
<p><strong>Product Texture:</strong> Creamy</p>
<p><strong>Aroma:</strong> Peppermint essential oil</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten. Non-comedogenic,<strong> Not</strong> tested on animals.</p>
<p><strong>The Direction for Use:</strong><strong> </strong>After shampooing with Shea Butter Shampoo, massage Shea Butter treatment conditioner into your scalp and hair, concentrating on the ends and other damaged areas. Rinse thoroughly. For extremely damaged hair, leave the Shea Butter Treatment Conditioner on for 30 minutes before rinsing off. Finish by applying our Shea butter leave-in conditioner to towel-dried hair from hair roots to ends. Massage in or comb through for even distribution.  Style hair.</p>
<p><strong>Ingredients: </strong>Aqua, Butyrospermum Parkii(Organic Shea Butter), Stearyl Alcohol, Capric/Caprylic Triglyceride, Glycerin, Emulsifying Wax NF, Argania Spinosa (Argan) Kernel Oil, Polyquaternium-10,  Glycerin, Capric/Caprylic Triglyceride, Ricinus communis (Castor) Oil, Guar Gum, Citrus Grandis(Grapefruit) Seed Oil, Tocopherol (Vitamin E), Mentha Piperita, Sodium Benzoate, Potassium Sorbate</p>
<p><strong><span lang=""EN"">Size</span></strong><span lang=""EN"">: 12oz/355ml</span></p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-leave-in-conditioner-2/"">go here</a></p>",All Naturals Cosmetics,Family Hair Care,"Family Hair Care, Treatments & Conditioners",true,Title,Default Title,,,,,,,deny,manual,13.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butter-Leave-in-conditioner1.jpg,1,Shea Butter Leave-In Conditioner,active
shea-butter-leave-in-conditioner,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butter-Leave-in-conditioner3.jpg,2,Shea Butter Leave-In Conditioner,
shea-butter-leave-in-conditioner,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/Shea-Butter-Leave-in-conditioner2.jpg,3,Shea Butter Leave-In Conditioner,
aloe-vera-gel-juice,Aloe Vera Gel Juice,"<p><strong>Our Aloe Vera leaf juice is:</strong></p>
<ol>
<li>Highly moisturizing, containing vitamin B complex, folic acid, vitamin C, and carotene (a precursor of vitamin A);</li>
<li>Not a gel but a thin liquid designed for application in manufacturing processes.</li>
</ol>
<p><strong>INCI:</strong> Aloe Barbadensis Leaf Juice</p>
<p><strong>Shelf Life:</strong> Aloe Vera Gel Juice has a shelf-life of 2- 3 years. Please ensure that product is kept refrigerated so as to extend the shelf life</p>",All Naturals Cosmetics,Raw Materials,Raw Materials,true,Size,50lbs,,,,,,,deny,manual,165.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Aloe-Vera-Gel-Juice.png,1,Aloe Vera Gel Juice,active
aloe-vera-gel-juice,,,,,,,,25lbs,,,,,,,deny,manual,115.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/raw-material-2/Aloe-1.jpg,2,Aloe Vera Gel Juice,
aloe-vera-gel-juice,,,,,,,,Gallon,,,,,,,deny,manual,50.00,,true,true,,,,
testers,Testers,"<p>Some of our products are available in sample sizes. To try these products, please follow the steps below:</p>
<div id=""_mcePaste""><strong>Steps</strong></div>
<ol>
<li>Review the list of products below;</li>
<li id=""_mcePaste"">Mark your preferred 5 products from the list;</li>
<li>Input your choices in your order note.</li>
</ol>
<p>Note: Product samples are available in 0.25 oz. You may receive 1, 2 or 4 of testers depending on products chosen as indicated below.</p>
<ol>
<li>100% Pure Shea Butter- 2 samples</li>
<li>Shea with Olive and Aloe- 2 samples</li>
<li>Cocoa-Shea- 2 samples</li>
<li>Treatment Conditioner- 2 samples</li>
<li>Shea Butter Shampoo- 4 samples</li>
<li>Shea Butter Face Wash- 2 samples</li>
<li>Skin Renewal Face Cream- 1 sample</li>
</ol>",All Naturals Cosmetics,Tester,Tester,true,Title,Default Title,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/tester-2_result-768x513-1.png,1,Testers,active
melt-pour-soap,Melt & Pour Soap,"<p>Our cleanser bases are very luxurious and provide deep conditioning. Options include Goat milk, Shea butter, Vanilla, Neem oil, Ylang Ylang, Black Soap, Plantain, Palm oil, Argan Oil Soap bases. These can be purchased in bulk- melt &amp; pour packages of 3kg or 5kg packs or individual bars of 100-120 grams each</p>
<p>Melt &amp; Pour soap gives you the opportunity to be creative with your soaps. Below are instructions for you to turn our bulk soaps into your pieces of art work.</p>
<p><strong>SOAP MELTING &amp; POURING INSTRUCTIONS</strong><br />
<strong>Get ready the following:</strong><br />
Pots or a double boiler, thermometer, ladle, rubber spatula for stirring, glass or plastic pitcher and a scale (optional), isopropyl alcohol in a spray bottle (optional)</p>
<p><strong>Instructions</strong></p>
<p>1.Find two pots where one will fit inside the other (about a 1.5 gallon or larger, plus a lid), if you have a large double boiler&#8230;even better.</p>
<p>2. Fill the bottom pot with water till the inner pot starts to float</p>
<p>3. Cut the Soap slab into pieces and place these into the pot.</p>
<p>4. Set your stove to medium heat.</p>
<p>5. A 5kg slab will melt in about 1 hour, (thermometer temperature should be around 65-70c / 140-160f)</p>
<p>6. Add colors and pour into your molds.</p>
<p>7. After setting, if you have trouble releasing soap from molds, dip them in hot water.</p>
<p>8. All soaps shrink about 10-12%, allow for this shrinkage if you indicate the weight</p>",All Naturals Cosmetics,Melt & Pour Soap,Melt & Pour Soap,true,Title,Default Title,,,,,,,deny,manual,55.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/melt_head-600x400-1.jpg,1,Melt & Pour Soap,active
shea-butter-lip-balm,Shea butter Lip balm,"<p>Our Shea butter lip balm:</p>
<ol>
<li>Will moisturizer lips;</li>
<li>Is a must for all season and all times;</li>
<li>Is made with 100% shea butter;</li>
<li>Will heal dry, patched lips.</li>
</ol>
<p>Safe for the whole family. Test first if allergy to Shea butter is a concern.</p>
<p><strong>Size: 15ml.</strong></p>
<p><strong>Ingredient:</strong> Organic Shea butter</p>",All Naturals Cosmetics,Lip Care,Lip Care,true,Title,Default Title,,,,,,,deny,manual,4.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/lipbaul_shea_butter_result-300x348-1.png,1,Shea butter Lip balm,active
white-jars-with-lids,White jars with lids,"<p><strong>Size:</strong> 4oz/125ml</p>
<p><strong>Quantity:</strong> 50 Pieces</p>
<p><strong>Material:</strong> HDPE</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,50.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/white-jars-with-lids.jpg,1,White jars with lids,active
white-bottle-with-black-cap,White bottle with black cap,"<p><strong>Size:</strong> 8oz/250ml</p>
<p><strong>Quantity:</strong> 50 Pieces</p>
<p><strong>Material:</strong> HDPE with soft shoulder &amp; black cap</p>
<p><strong>Neck:</strong> 24/415</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,50.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/white-bottle-with-black-cap-768x771-1.jpg,1,White bottle with black cap,active
pet-clear-bottle-with-black-cap,PET clear bottle with black cap,"<p><strong>Size:</strong> 8oz/255ml</p>
<p><strong>Quantity:</strong> 50 Pieces</p>
<p><strong>Material: </strong>PET clear with soft shoulder</p>
<p><strong>Neck:</strong> 24/415</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,50.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/pet-clear-bottle-with-black-cap.jpg,1,PET clear bottle with black cap,active
6oz-jar-with-lid,6oz jar with lid,"<p><strong>Size:</strong> 6oz/177ml</p>
<p><b>Color: </b>Black</p>
<p><strong>Quantity:</strong> 50 Pieces</p>
<p><strong>Material:</strong> HDPE with straight base and lids</p>",All Naturals Cosmetics,Jars & Bottles,Jars & Bottles,true,Title,Default Title,,,,,,,deny,manual,60.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/6oz-jar-with-lid-800x595-1.jpg,1,6oz jar with lid,active
shea-feet-butter-2,Shea Feet Butter,"<p>Our Shea Feet Butter is made to support your feet&#8217; health. Lightly minted, this heaven for feet in a jar boasts of our 100% organic Shea Butter, Coconut Oil, Rosemary Oil, Olive Oil, Meadowfoam Oil, and Soybean Oil. It penetrates the skin to deliver essential vitamins and fatty acids to the feet, ensuring your feet&#8217; skin remains healthy.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Aid diabetic feet care;</li>
<li>Support feet muscle relaxation;</li>
<li>Revive and rejuvenate dry, neglected feet;</li>
<li>Nurtures back to life cracked feet skin;</li>
<li>Soften hard, coarse, feet skin.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, sensitive, dry, cracked, sweaty, oily, hard-skin feet</p>
<p><strong>Aroma:</strong> Rosemary and Peppermint essential oil</p>
<p><strong>What it does not contain:</strong>  No preservatives, mineral oil, paraffin, petrolatum, parabens, and Not solvent extracted.</p>
<p><strong>The Direction for Use: </strong>For daily use, wash feet and massage feet including toes with Shea feet butter.</p>
<p>For a <strong>deep feet treatment</strong>, soak feet in warm water for 15-20 minutes and rub gently with a pumice stone or scrub. Massage Shea Feet Butter into feet, paying close attention to heels and calloused skin. Then cover feet with cotton socks overnight to soothe and seal<strong> </strong>in moisture.</p>
<p><strong>INCI Ingredients</strong>: Butyrospermum Parkii (Shea Butter,<span lang=""EN""> Olea europaea (Olive Fruit Oil), Cocos nucifera (Coconut Oil), Rosmarinus officinalis (Rosemary leaf extract), Canola oil, Tocopherol, Glycine soja (Soybean) Oil, Mentha Piperita (Peppermint) Oil, Meadowfoam Oil.</span></p>
<p><strong>Size: </strong>4oz/125ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-feet-butter/"">click here</a></p>",All Naturals Cosmetics,Family Foot Care,Family Foot Care,true,Title,Default Title,,,,,,,deny,manual,13.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbfb1.jpg,1,Shea Feet Butter,active
shea-feet-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfb2.jpg,2,Shea Feet Butter,
shea-feet-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfb3.jpg,3,Shea Feet Butter,
shea-feet-butter-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfb4.jpg,4,Shea Feet Butter,
shea-butter-nail-cuticle-remedy,Shea Butter Nail & Cuticle Remedy,"<p>Our Shea Butter Nail &amp; Cuticle Remedy has naturally occurring calcium to support:</p>
<ol>
<li>Conditioning of rough skin and moisturize finger nails, toes and cuticles for unsurpassed softness;</li>
<li>Strengthening of finger and toe nails;</li>
<li>Nails that do not break easily.</li>
</ol>
<p>This product also has added Tea tree oil for added protection against skin infections while providing healing for minor wounds.</p>
<p><strong>The Direction for Use:<span class=""Apple-converted-space""> </span></strong>Apply liberally and allow the butter to fully absorb.</p>
<p><strong>For a deep feet treatment:</strong><span class=""Apple-converted-space""> Add Shea butter Body Wash in warm water. </span>Soak feet in the warm water for 15 minutes. Scrub feet with pumice stone. Rinse feet and pat dry. File toes nails well. Rub Shea butter nail &amp; cuticle remedy on toes and its surrounding skin.</p>
<p><strong>For finger nails:</strong><span class=""Apple-converted-space""> </span>Rub the Nail Remedy as many times a day as desired. You may also use after filing your nails. This butter will help to soften the cuticle and palm areas of the finger</p>
<p><strong>Size: 4oz/125ml</strong></p>
<p><strong>Ingredients: </strong>Butyrospermum Parkii(Shea Butter), Olea europaea (Olive fruit oil), Cocos nucifera (coconut oil), simmondsia chinensis (Jojoba) oil, Glycine Soja (Soybean) oil, Melaleuca Alternifolia (Tea Tree) Leaf oil, Lavandula Angustifolia (Lavender) oil, Meadowfoam oil.</p>",All Naturals Cosmetics,Family Foot Care,Family Foot Care,true,Title,Default Title,,,,,,,deny,manual,13.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea-butter-nail-cuticle-remedy.jpg,1,Shea Butter Nail & Cuticle Remedy,active
shea-butter-facial-wash,Shea Butter Facial Wash,"<p>Our nature-inspired Shea Butter Facial Wash is made with an ancient plant-based cleansing complex (African Black Soap) that is gentle, hydrating, and non-drying. With Chamomile and Aloe vera added, skin is calmed and refreshed.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Provides gentle but deep cleansing to remove impurities, make-up, dead cells, and oils</li>
<li>Reduces the appearance of acne, spots, pimples, and boils</li>
</ol>
<p><strong>Skin conditions:</strong> Sensitive, normal, dry, oily</p>
<p><strong>Aroma:</strong> Grapefruit essential oil</p>
<p><strong>Product texture:</strong> Honey-like</p>
<p><strong>What it does not contain: </strong>No paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten.</p>
<p><strong>The Direction for Use:</strong> Shake and squeeze a small amount of this wash onto a wet puff. Lather and rinse well. Follow with Shea “All Naturals” Skin Renewal Facial Cream</p>
<p><strong>Ingredients:</strong><br />
De-ionized water, African Black soap,  Potassium Cocoate (Coconut derived), Potassium Olivate (Olive), Butyrospermum Parkii, Aloe Barbedensis Leaf Juice, Chamomile Recutita (Matricaria) Flower Extract (Chamomile), Tocopherol (Vit. E), Camellia Sinesis Leaf Extract,(Japanese Green Tea) Leaf Extract, Vegetable Glycerin, Hydroxypropyl Cellulose, Grapefruit Seed Oil, Grapefruit Seed oil (Essential oil)</p>
<p><strong>Size: </strong>8oz/255ml</p>",All Naturals Cosmetics,Cleansers and Shaving Bars,"Cleansers and Shaving Bars, Family Body Care, Family Face Care, Washes and Soaps",true,Title,Default Title,,,,,,,deny,manual,12.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbfw1.jpg,1,Shea Butter Facial Wash,active
shea-butter-facial-wash,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfw2.jpg,2,Shea Butter Facial Wash,
shea-butter-facial-wash,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfw3.jpg,3,Shea Butter Facial Wash,
shea-butter-facial-wash,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbfw4.jpg,4,Shea Butter Facial Wash,
shea-butter-cleansing-bar,Shea Butter Cleansing Bar,"<p>Our Shea Butter Cleansing bar is formulated with unique ingredients to:</p>
<ol>
<li>Moisturize sensitive and dry skin;</li>
<li>Ensure gradual clearing of skin imperfections such as black spots, rashes, dry patches and blemishes.</li>
</ol>
<p>This bar is formulated with unique ingredients capable of cleansing without stripping the skin of its moisture.</p>
<p><strong>The Direction of Face/Body Use</strong>: Wet the skin area (face or body part). Rub the bar on wet skin for a moisturizing cleanse.</p>
<p><strong>Ingredients</strong>: All Natural soap base, Shea Butter, Coconut oil, Palm kernel oil, Olive oil, Vegetable Glycerin, Distilled water, Vitamin E, Lemongrass Essential oil, Titanium Dioxide (Minerals), Citric Acid</p>
<p><strong>Size</strong>: 4oz/120 grams</p>",All Naturals Cosmetics,Cleansers and Shaving Bars,"Cleansers and Shaving Bars, Family Body Care, Family Face Care, Washes and Soaps",true,Title,Default Title,,,,,,,deny,manual,5.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/shea_butter_cleansing_bar2022.jpg,1,Shea Butter Cleansing Bar,active
black-soap-facial-wash,Black Soap Facial Wash,"<p>Black Soap &amp; Aloe Wash is a gentle cleanser formulated entirely with ingredients from the tropical rain forest to:</p>
<ol>
<li>Remove excess oil, dirt, makeup without stripping your skin of natural moisture;</li>
<li>Support restoration of skin from bleaching creams and chemicals;</li>
<li>Improve skin tone and complexion.</li>
</ol>
<p><strong>The Direction for Use</strong>: This is a low viscous wash. Shake well and apply to a wet sponge. Wash face and body with sponge and rinse well. Follow with facial cream and body cream/lotion/butter.</p>
<p><strong>Ingredients:</strong> Water, Milled native black soap, Citrus juices, Osun, natural honey, Aloe Vera and Shea butter</p>
<p><strong>Size: </strong>12oz/355ml</p>
<p>For bulk purchase, <a href=""http://www.allnaturalskincare.ca/shop/bath-body-bases/black-soap-aloe-wash/"">click here</a></p>",All Naturals Cosmetics,Cleansers and Shaving Bars,"Cleansers and Shaving Bars, Family Body Care, Family Face Care, Men, Washes and Soaps",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/black_facial.png,1,Black Soap Facial Wash,active
shea-butter-body-wash-2,Shea Butter Body Wash,"<p>Our Shea Butter Body Wash is a gentle, non-irritating cleanser made with 100% African Black soap, 100% Organic Shea Butter, Grapeseed Oil, and Aloe Vera. It sustains healthy normal skin and gently caresses the dry and delicate skin, lifting off dirt and impurities to reveal radiantly beautiful and glowing skin. The added Olive and Coconut Oil derived ingredients infuse additional moisture to keep skin healthy.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deeply cleanses skin without drying;</li>
<li>Moisturizes and improves skin radiance and glow.</li>
</ol>
<p><strong>Skin Type: </strong>All skin colors</p>
<p><strong>Skin Condition:</strong> Normal, oily, dry, uneven toned, with psoriasis, eczema, acne, etc.</p>
<p><strong>Product Texture: </strong>Honey-like</p>
<p><strong>Aroma:</strong> Grapefruit</p>
<p><strong>What it does not contain: </strong>No paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten.</p>
<p><strong>INCI Ingredients: </strong>De-ionized water, African Black soap,  Potassium Cocoate (Coconut derived), Potassium Olivate (Olive), Butyrospermum Parkii (Shea Butter), Aloe Barbedensis Leaf Juice, Vegetable Glycerin, Hydroxypropyl Cellulose, Grape Seed Oil, Grapefruit Seed oil (Essential oil)</p>
<p><strong>Size:</strong> 12oz/355ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-body-wash/"">go here</a></p>",All Naturals Cosmetics,Family Body Care,"Family Body Care, Men, Washes and Soaps",true,Title,Default Title,,,,,,,deny,manual,11.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbbw1.jpg,1,Shea Butter Body Wash,active
shea-butter-body-wash-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbbw3.jpg,2,Shea Butter Body Wash,
shea-butter-body-wash-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbbw2.jpg,3,Shea Butter Body Wash,
neem-aloe-vera-shampoo,Neem & Aloe Vera Shampoo,"<p><span lang=""EN"">Our Neem &amp; Aloe Vera Shampoo is formulated:</span></p>
<ol>
<li><span lang=""EN"">With Neem oil for effective botanical cleansing;</span></li>
<li>To support treatment of dry hair and split end conditions;</li>
<li>To reduce itchy, scalp conditions.</li>
</ol>
<p><strong>The Directions for Use: </strong>Wet hair and apply shampoo to hair. Lather well and rinse. Follow with Shea Butter Treatment Conditioner or your preferred conditioner. Rinse out or leave in depending on type of conditioners.</p>
<p><strong><span lang=""EN"">INCI Ingredients: </span></strong>De-Ionized Water, Alkyl Polyglucosides, Cocomidopropyl Betaine, Sodium Cocoamphoacetate, <span lang=""EN"">Azadirachta Indica (Neem) Seed oil</span>, Sodium Chloride, Vegetable Glycerine, Aloe Barbadensis (Aloe Vera) leaf extract, Panthenol (Pro Vitamin B 5),Salix Alba (White Willow) Bark Extract, Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Polyquaternium-7,Trifolium Pretense (Red Clover) Flower Extract, Eucalyptus oil, <span lang=""EN"">Rosemary (Rosmarius Officinalis) Extract</span><span lang=""EN"">, </span><span lang=""EN"">Citric Acid</span></p>",All Naturals Cosmetics,Bulk-Shampoos & Conditioners,"Bulk-Shampoos & Conditioners, Spas & Salons",true,Size,50lbs,,,,,,,deny,manual,195.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/neem_aloevera_shampoo-1.jpg,1,Neem & Aloe Vera Shampoo,active
neem-aloe-vera-shampoo,,,,,,,,25lbs,,,,,,,deny,manual,135.00,,true,true,,,,
neem-aloe-vera-shampoo,,,,,,,,Gallon,,,,,,,deny,manual,75.00,,true,true,,,,
black-soap-shampoo-2,Black Soap Shampoo,"<p>Our <strong>Shea Butter+Black soap Shampoo</strong> will gently yet deeply cleanse your scalp and hair. Formulated with enriching moisturizers including 100% organic shea butter, this cleanser will renew, hydrate, and improve hair manageability.  The Chamomile in the shampoo will calm while the Japanese Green Tea will revitalize and open your pores to a breathable environment for healthy hair growth.  This shampoo works well with both healthy and damaged hair and a trial could make you keep washing all week long!</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deeply cleanses and conditions your hair and scalp;</li>
<li>Imparts moisturize to your hair for beautiful, soft tresses;</li>
<li>Reduces dry, itchy scalp conditions.</li>
</ol>
<p><strong>Hair Type:</strong> Fine, Medium, Coarse</p>
<p><strong>Hair Texture:</strong> Curly, wave, kinky, natural</p>
<p><strong>Hair Condition:</strong> Oily, dry, normal, chemically- and color-treated.</p>
<p><strong>Product Texture: </strong>Honey-like</p>
<p><strong>Aroma:</strong> Peppermint</p>
<p><strong>What it does not contain:</strong> <strong>No</strong> paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten.</p>
<p><strong>The Direction for Use: </strong>Apply to wet hair and massage from roots to hair ends, concentrating on the ends and the scalp. Rinse thoroughly and repeat if necessary. Follow with Shea butter Treatment Conditioner.</p>
<p><strong>INCI Ingredients</strong>: De-ionized water, African Black Soap, Coco-Glucoside, Sodium Cocoate, Potassium Olivate, Sucrose Cocoate, Butyrospermum Parkii (Shea Butter), Vitamin E, Chamomile Recutita (Matricaria) Flower Extract, (Chamomile), Carmelia Sinesis (Japanese Green Tea) leaf extract, Peppermint.</p>",All Naturals Cosmetics,Bulk-Shampoos & Conditioners,Bulk-Shampoos & Conditioners,true,Size,50lbs,,,,,,,deny,manual,195.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/Black-Soap-shampoo.png,1,Black Soap Shampoo,active
black-soap-shampoo-2,,,,,,,,25lbs,,,,,,,deny,manual,120.00,,true,true,,,,
black-soap-shampoo-2,,,,,,,,Gallon,,,,,,,deny,manual,65.00,,true,true,,,,
